id,term,location,jobposition,department,agency,dateposted,link
24969,Full-time,"Seattle, WA",Sr. Software Engineer,Software Development,SpaceX,04-09-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o1JR0fwl&nl=0
23883,Full-Time,"Stennis Space Center, MS",Engineering Technician I (Mechanical),Technicians,Lockheed Martin,04-07-2015,http://www.applytracking.com/track.aspx/1HGo6
146,Full-time,"Cape Canaveral, FL","Integration Engineer (Launch Vehicle), Cape",Rocket Launch Facility - Cape Canaveral,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oH0jZfwJ&nl=0
33066,Full-time,"Hawthorne, CA",Quality Inspector - F9 (1st Shift),Manufacturing and Production - Quality Assurance,SpaceX,04-18-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oVJU0fwi&nl=0
38047,Full-Time,"Herndon, VA",Mid Level Systems Administrator,Information Technology,Lockheed Martin,04-23-2015,http://www.applytracking.com/track.aspx/1JqvC
43353,Full-Time,"Orlando, FL",GIS SW Engineer / Geospatial / Simulator Visual Elements / ,Software Engineering,Lockheed Martin,04-29-2015,http://www.applytracking.com/track.aspx/1Kd50
43722,Full-time,"Hawthorne, CA",Quality Inspector,Manufacturing and Production - Quality Assurance,SpaceX,04-30-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o72X0fwQ&nl=0
147,Full-time,"Hawthorne, CA",Propulsion Data Scientist,"Propulsion - Thermal, Fluids, and Structural Analysis",SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o7nCZfwP&nl=0
337,Full-time,"Hawthorne, CA",Manufacturing Engineer - Dragon Structures,Manufacturing and Production - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o436ZfwW&nl=0
470,Full-time,"Hawthorne, CA",Senior Hardware Design Engineer - Computers and Networking Systems,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oDpk0fw6&nl=0
1527,Full-Time,"Littleton, CO",Business Intelligence Software Developer,Software Engineering,Lockheed Martin,03-11-2015,http://www.applytracking.com/track.aspx/1CKBw
2850,Full-Time,"Littleton, CO",Subcontract Administrator,Contracts,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1CIQa
33067,Full-time,"Hawthorne, CA",Quality Inspector - F9 (1st Shift),Manufacturing and Production - Quality Assurance,SpaceX,04-18-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oSIU0fwe&nl=0
13640,Full-Time,"Owego, NY",Sys Integratn/Test Eng - EW Lab - Owego,Systems Engineering: Assembly/Integration and Test,Lockheed Martin,03-26-2015,http://www.applytracking.com/track.aspx/1FXVq
23884,Full-Time,"Colorado Springs, CO",Information Assurance Engineer,Information Security/Information Assurance,Lockheed Martin,04-07-2015,http://www.applytracking.com/track.aspx/1HGvW
24384,Full-time,"Hawthorne, CA",IT Network Engineer,Information Technology - Infrastructure Design and Support,SpaceX,04-08-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oXeL0fwG&nl=0
23885,Full-Time,"Stennis Space Center, MS",Engineering Technician I (Mechanical),Technicians,Lockheed Martin,04-07-2015,http://www.applytracking.com/track.aspx/1HGp4
430,Full-time,"Cape Canaveral, FL",Sr. Buyer,Corporate Operations - Accounting and Finance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oWSr0fwZ&nl=0
431,Full-time,"Hawthorne, CA",Senior Buyer - Machining,Corporate Operations - Accounting and Finance,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oqZh0fwq&nl=0
343,Full-time,"Hawthorne, CA",Manufacturing Engineer (Components Assembly) - 2nd shift,Manufacturing and Production - Engineering,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oycr0fwV&nl=0
2716,Full-Time,"Stennis Space Center, MS",Engineering Tech I (Elect),Technicians,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1BBRK
2746,Full-time,"Washington, DC","Systems Administrator / Storage / (3rd shift, Sun-Thur)",Information Technology,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/11Teq
1530,Full-Time,"Cape Canaveral, FL",Manufacturing Planner,Manufacturing,Lockheed Martin,03-11-2015,http://www.applytracking.com/track.aspx/1CsFi
2061,Full-time," West Texas Launch Site near Van Horn, Texas",Integration Engineer (West Texas),Engineering,Blue Origins,03-12-2015,http://newton.newtonsoftware.com/career/SubmitResume.action?id=8acf1691456a6cb001456d0940aa04d1&source=Company%20Website
39131,Full-time,"Hawthorne, CA",Flight Software Engineer,Software Development,SpaceX,04-25-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o4aX0fwV&nl=0
38049,Full-Time,"Herndon, VA",Systems Administrator,Information Technology,Lockheed Martin,04-23-2015,http://www.applytracking.com/track.aspx/1Jrq8
38931,Full-Time,"Littleton, CO",Proposal Analysis Mgr,Finance,Lockheed Martin,04-24-2015,http://www.applytracking.com/track.aspx/1K346
43355,Full-Time,"Herndon, VA",Senior Systems Administrator,Information Technology,Lockheed Martin,04-29-2015,http://www.applytracking.com/track.aspx/1KhWo
2043,Full-Time,"Orlando, FL",Software Engineer / C++ OOD / Flight Simulators,Software Engineering,Lockheed Martin,03-12-2015,http://www.applytracking.com/track.aspx/1DEju
2674,Full-Time,"Littleton, CO",Senior Staff Antenna Engineer,RF Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/11Ado
23886,Part-Time,"Stennis Space Center, MS",College Student Tech Spec,Software Engineering,Lockheed Martin,04-07-2015,http://www.applytracking.com/track.aspx/1HKCG
23887,Full-Time,"Sunnyvale, CA",HR Representative,Human Resources,Lockheed Martin,04-07-2015,http://www.applytracking.com/track.aspx/1HK2a
38051,Full-Time,"Herndon, VA",Systems Administrator,Information Technology,Lockheed Martin,04-23-2015,http://www.applytracking.com/track.aspx/1JrqS
38933,Full-Time,"Littleton, CO",Mechanical Engineer,Mechanical Engineering,Lockheed Martin,04-24-2015,http://www.applytracking.com/track.aspx/1K37y
23888,Full-Time,"Stennis Space Center, MS",Engineering Technician I (Mechanical),Technicians,Lockheed Martin,04-07-2015,http://www.applytracking.com/track.aspx/1HGok
117,Full-time,"Hawthorne, CA",Aerodynamics Engineer,Structures - Dynamics Design and Analysis,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ohq6Yfwv&nl=0
209,Full-time,"Hawthorne, CA",Deburr Operator (2nd Shift),Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o8zQZfwg&nl=0
210,Full-time,"Hawthorne, CA",Integration Technician - Composites,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oXISZfwg&nl=0
211,Full-time,"Hawthorne, CA",Composites Technician,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oeaj0fwr&nl=0
213,Full-time,"Hawthorne, CA","Engineering Development Technician Lead, Manufacturing (Composites)",Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o3HSZfwl&nl=0
215,Full-time,"Hawthorne, CA",Deburr Operator (2nd Shift),Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oZmeZfwi&nl=0
38052,Task Order/IDIQ,"Centennial, CO",Laboratory Assistant,Scientist,Lockheed Martin,04-23-2015,http://www.applytracking.com/track.aspx/1JpWk
38934,Full-Time,"Orlando, FL",Software Engineer / C++ OOD / Flight Simulators / ,Software Engineering,Lockheed Martin,04-24-2015,http://www.applytracking.com/track.aspx/1K3HK
187,Full-time,"Hawthorne, CA",Structures Technician,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oAjnYfwY&nl=0
2673,Full-Time,"Littleton, CO",RF Engineer Sr Stf,RF Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1198G
17367,Full-time,"Hawthorne, CA",Avionics Quality Inspector (Wire Harness),Manufacturing and Production - Quality Assurance,SpaceX,03-31-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=optM0fwo&nl=0
38053,Full-Time,"Littleton, CO",Systems Engineer,Systems Engineering: Other,Lockheed Martin,04-23-2015,http://www.applytracking.com/track.aspx/1Jshg
31467,Full-time,"Hawthorne, CA",Linux Systems Administrator,Information Technology - Infrastructure Design and Support,SpaceX,04-16-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o0sT0fw5&nl=0
21501,Full-time,"Seattle, WA",Lead Software Engineer,Software Development,SpaceX,04-05-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o19O0fwI&nl=0
17368,Full-time,"Hawthorne, CA",Avionics Quality Inspector (Test Lab),Manufacturing and Production - Quality Assurance,SpaceX,03-31-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oAtM0fwz&nl=0
20783,Full-time,"Hawthorne, CA","Environmental, Health & Safety Technician (LA)",Manufacturing and Production - Quality Assurance,SpaceX,04-04-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=okVO0fwN&nl=0
19216,Full-time,"McGregor, TX","Technical Recruiter, Texas",Corporate Operations - Human Resources and Office Support,SpaceX,04-02-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o6bN0fwO&nl=0
44782,Full-time,"Hawthorne, CA",Launch Integration & Test Engineer,Launch and Test - Engineering Design and Development,SpaceX,05-01-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o9GZ0fwy&nl=0
416,Full-time,"Hawthorne, CA",Human Resource Manager,Corporate Operations - Human Resources and Office Support,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o1HUYfwk&nl=0
197,Full-time,"Hawthorne, CA",Lead Welder (Octaweb),Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oEdQZfwq&nl=0
198,Full-time,"Hawthorne, CA",Orbital Tube Welder (2nd Shift),Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oEgv0fw9&nl=0
199,Full-time,"Hawthorne, CA",Senior Sheet Metal Technician (R&D),Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oFibYfwQ&nl=0
200,Full-time,"Hawthorne, CA",Propulsion Technician - Dragon V2,Manufacturing and Production - Technicians and Trade Skills,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o8yVZfwk&nl=0
304,Full-time,"Hawthorne, CA",Production Supervisor - 1st shift,Manufacturing and Production - Leadership,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oB5zZfwY&nl=0
305,Full-time,"Hawthorne, CA",Production Supervisor - Tooling Inspection,Manufacturing and Production - Leadership,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o6z2Yfwp&nl=0
454,Full-time,"Hawthorne, CA",Avionics Systems Engineer,Avionics - Systems Integration,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o03aZfwW&nl=0
37175,Task Order/IDIQ,"Rio Grande City, TX",Mechanical Field Engineer Sr,Technicians,Lockheed Martin,04-22-2015,http://www.applytracking.com/track.aspx/1JWro
38054,Full-Time,"Littleton, CO",Systems Engineer Senior Staff,Systems Engineering: Other,Lockheed Martin,04-23-2015,http://www.applytracking.com/track.aspx/1Jpx2
43875,Full-time,"Hawthorne, CA",Linux HPC Systems Administrator,Information Technology - Infrastructure Design and Support,SpaceX,04-30-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oL0Z0fwu&nl=0
6704,Full-time,"Hawthorne, CA","Buyer, Non-Flight",Corporate Operations - Accounting and Finance,SpaceX,03-18-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oavmYfwJ&nl=0
37176,Full-Time,"Stennis Space Center, MS",Software Engineer Asc,Software Engineering,Lockheed Martin,04-22-2015,http://www.applytracking.com/track.aspx/1JcSQ
8956,Full-time,"Hawthorne, CA",Material Planner - Supply Chain,Manufacturing and Production - Operations,SpaceX,03-21-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o9cJ0fwO&nl=0
23891,Full-Time,"Littleton, CO",HR Business Partner,Human Resources,Lockheed Martin,04-07-2015,http://www.applytracking.com/track.aspx/1HK6w
38055,Full-Time,"Littleton, CO",Business Development Analyst,Business Development,Lockheed Martin,04-23-2015,http://www.applytracking.com/track.aspx/1Jsjc
43361,Full-Time,"Stennis Space Center, MS",Engineering Technician I (Mechanical),Technicians,Lockheed Martin,04-29-2015,http://www.applytracking.com/track.aspx/1Kfeq
1528,Call-In,"Sunnyvale, CA",Test Engineer Sr,Test Engineering,Lockheed Martin,03-11-2015,http://www.applytracking.com/track.aspx/1D2Jk
38056,Full-Time,"Littleton, CO",Senior Satellite Systems Engineer for RF Hardware,RF Engineering,Lockheed Martin,04-23-2015,http://www.applytracking.com/track.aspx/11D14
33221,Full-time,"Hawthorne, CA","Manager, Recovery Operations (Falcon)",Launch and Test - Engineering Design and Development,SpaceX,04-18-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oTeS0fwJ&nl=0
2714,Full-Time,"Littleton, CO",Systems Administrator,Information Technology,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1AxzI
39139,Full-time,"Vandenberg, CA","Launch Technician (Vehicle & Payload Integration), Vandenberg",Rocket Launch Facility - Vandenberg,SpaceX,04-25-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oZoLZfwR&nl=0
37178,Full-Time,"Littleton, CO",Software Engineering Asc Mgr,Software Engineering,Lockheed Martin,04-22-2015,http://www.applytracking.com/track.aspx/1Jd0S
8958,Full-time,"Hawthorne, CA",Fulfillment Planner - Supply Chain,Manufacturing and Production - Operations,SpaceX,03-21-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oJcJ0fwo&nl=0
39819,Full-Time,"Orlando, FL",Software Engineer Senior / C++ OOD / Flight Simulators / ,Software Engineering,Lockheed Martin,04-25-2015,http://www.applytracking.com/track.aspx/1KB02
6222,Full-Time,"Hill Air Force Base, UT",Systems Engineer Staff,Systems Engineering: Requirements Development,Lockheed Martin,03-17-2015,http://www.applytracking.com/track.aspx/117tA
37179,Full-Time,"Littleton, CO",Strategic Planning Manager,Business Development,Lockheed Martin,04-22-2015,http://www.applytracking.com/track.aspx/1JecS
38058,Full-Time,"Littleton, CO",Systems Engineer,Systems Engineering: Other,Lockheed Martin,04-23-2015,http://www.applytracking.com/track.aspx/1Jsi0
26155,Full-time,"Hawthorne, CA",Associate Business Systems Analyst,Information Technology - Business Analysis,SpaceX,04-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oMqN0fwJ&nl=0
2750,Full-Time,"Eagan, MN",Research Engineer,Electronics Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/11V1C
2799,Full-Time,"Littleton, CO",Systems Engineer Sr,Systems Engineering: Requirements Development,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/16wvC
2707,Full-Time,"Moorestown, NJ",Mbr Eng Staff / DSP + FPGA / 2-5 Yrs Exp,Software Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/Yj2Q
2737,Full-Time,"Stennis Space Center, MS",Engineering Tech I (Elect),Technicians,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/1BBRy
373,Full-time,"Hawthorne, CA",Crew Displays Engineer,Launch and Test - Mission Operations,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oKWc0fwC&nl=0
17881,Full-Time,"Corpus Christi, TX",Aircraft Mechanic,Craft Workers,Lockheed Martin,03-31-2015,http://www.applytracking.com/track.aspx/1G57O
6225,Full-Time,"Cape Canaveral, FL",Network Engineer,Systems Engineering: Network Systems Engineers,Lockheed Martin,03-17-2015,http://www.applytracking.com/track.aspx/1E0du
306,Full-time,"Hawthorne, CA",Production Supervisor (Avionics/Electronics Wire Harness – 2nd Shift),Manufacturing and Production - Leadership,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oMfd0fwY&nl=0
307,Full-time,"Hawthorne, CA",Production Manager (F9 Vehicle),Manufacturing and Production - Leadership,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=ocp5Wfwm&nl=0
1511,Full-Time,"Fort Bliss, TX",Materials Support Team Member Senior - THAAD Program,Product Support,Lockheed Martin,03-11-2015,http://www.applytracking.com/track.aspx/1Cs9u
2056,Full-time," West Texas Launch Site near Van Horn, Texas",Test Engineer (West Texas),Engineering,Blue Origins,03-12-2015,http://newton.newtonsoftware.com/career/SubmitResume.action?id=8acf169145a191130145bdc4547b18aa&source=Company%20Website
2073,Full-time," Kent, Washington",Integration Engineer,Engineering,Blue Origins,03-12-2015,http://newton.newtonsoftware.com/career/SubmitResume.action?id=8ad8db0b4526dab501452e2d4aba6de3&source=Company%20Website
639,Full-time,"Hawthorne, CA",Propulsion Structural Analyst,"Propulsion - Thermal, Fluids, and Structural Analysis",SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oPZ2Xfwx&nl=0
2656,Full-Time,"Huntsville, AL",Software Engineer Asc,Software Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/jZyq
1526,Full-Time,"Wright-Patterson AFB, OH","Administration Representative/Wright-Patterson Air Force  Base, OH",Administrative,Lockheed Martin,03-11-2015,http://www.applytracking.com/track.aspx/1CcVQ
84,Full-time,"Hawthorne, CA",Test Engineer,Structures - Mechanical Design and Development,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oxit0fw2&nl=0
37182,Full-Time,"Littleton, CO",Software Engineer,Software Engineering,Lockheed Martin,04-22-2015,http://www.applytracking.com/track.aspx/1Jecm
417,Full-time,"Seattle, WA",Sr. Technical Recruiter (Seattle),Corporate Operations - Human Resources and Office Support,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=o0Kw0fw0&nl=0
2684,Call-In,"Huntsville, AL",College Student Tech (Intern),Electronics Engineering,Lockheed Martin,03-13-2015,http://www.applytracking.com/track.aspx/fkgk
6226,Full-Time,"Orlando, FL",GIS SW Engineer / Geospatial / Simulator Visual Elements / ,Software Engineering,Lockheed Martin,03-17-2015,http://www.applytracking.com/track.aspx/1E1P0
43591,Full-time,"Vandenberg, CA","Launch Coordinator, Vandenberg",Rocket Launch Facility - Vandenberg,SpaceX,04-30-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=osYZ0fw9&nl=0
39824,Full-Time,"Fort Bliss, TX","Materials Support Team Member Senior - THAAD Program - Ft. Bliss, Texas",Product Support,Lockheed Martin,04-25-2015,http://www.applytracking.com/track.aspx/1KEX4
17883,Full-Time,"Cape Canaveral, FL",Documentation Engineer Asc,Miscellaneous Engineering,Lockheed Martin,03-31-2015,http://www.applytracking.com/track.aspx/1G9wa
42974,Full-time,"Hawthorne, CA",IT Services Technician I,Information Technology - Infrastructure Design and Support,SpaceX,04-29-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oGpX0fwM&nl=0
44279,Part-Time,"Cherry Hill, NJ",College Student Tech (Intern),Systems Engineering: Software,Lockheed Martin,04-30-2015,http://www.applytracking.com/track.aspx/1KqCO
498,Full-time,"Hawthorne, CA",Hardware Development Manager,Avionics - Hardware Design,SpaceX,03-10-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oDFl0fwn&nl=0
23899,Full-Time,"Sunnyvale, CA",Systems Administrator,Information Technology,Lockheed Martin,04-07-2015,http://www.applytracking.com/track.aspx/1HKIO
11486,Full-time,"Hawthorne, CA",CMM Inspector- 2nd Shift,Manufacturing and Production - Operations,SpaceX,03-24-2015,http://hire.jobvite.com/CompanyJobs/Apply.aspx?c=qz49Vfwr&j=oGEJ0fwN&nl=0
17885,Full-Time,"Herndon, VA",Project Engineer Staff,Miscellaneous Engineering,Lockheed Martin,03-31-2015,http://www.applytracking.com/track.aspx/1GAY0
6229,Full-Time,"Orlando, FL",GIS SW Engineer / Geospatial / Simulator Visual Elements / ,Software Engineering,Lockheed Martin,03-17-2015,http://www.applytracking.com/track.aspx/1E1Og
